hotel_name,floor,source_url,license
White_House_West_Wing,1,https://commons.wikimedia.org/wiki/File:White_House_West_Wing_-_1st_Floor_with_the_Oval_Office_highlighted.png,Public Domain
Cleveland_Union_Terminal,1,https://commons.wikimedia.org/wiki/File:Cleveland_Union_Terminal_floor_plan.jpg,Public Domain
